idpedido;idproducto;precio;descuento;unidades
10967;19;9.2;0.0;12
10967;49;20.0;0.0;40
10968;12;38.0;0.0;30
10968;24;4.5;0.0;30
10968;64;33.25;0.0;4
10969;46;12.0;0.0;9
10970;52;7.0;0.2;40
10971;29;123.79;0.0;14
10972;17;39.0;0.0;6
10972;33;2.5;0.0;7
10973;26;31.23;0.0;5
10973;41;9.65;0.0;6
10973;75;7.75;0.0;10
10974;63;43.9;0.0;10
10975;8;40.0;0.0;16
10975;75;7.75;0.0;10
10976;28;45.6;0.0;20
10977;39;18.0;0.0;30
10977;47;9.5;0.0;30
10977;51;53.0;0.0;10
10977;63;43.9;0.0;20
10978;8;40.0;0.15;20
10978;21;10.0;0.15;40
10978;40;18.4;0.0;10
10978;44;19.45;0.15;6
10979;7;30.0;0.0;18
10979;12;38.0;0.0;20
10979;24;4.5;0.0;80
10979;27;43.9;0.0;30
10979;31;12.5;0.0;24
10979;63;43.9;0.0;35
10980;75;7.75;0.2;40
10981;38;263.5;0.0;60
10982;7;30.0;0.0;20
10982;43;46.0;0.0;9
10983;13;6.0;0.15;84
10983;57;19.5;0.0;15
10984;16;17.45;0.0;55
10984;24;4.5;0.0;20
10984;36;19.0;0.0;40
10985;16;17.45;0.1;36
10985;18;62.5;0.1;8
10985;32;32.0;0.1;35
10986;11;21.0;0.0;30
10986;20;81.0;0.0;15
10986;76;18.0;0.0;10
10986;77;13.0;0.0;15
10987;7;30.0;0.0;60
10987;43;46.0;0.0;6
10987;72;34.8;0.0;20
10988;7;30.0;0.0;60
10988;62;49.3;0.1;40
10989;6;25.0;0.0;40
10989;11;21.0;0.0;15
10989;41;9.65;0.0;4
10990;21;10.0;0.0;65
10990;34;14.0;0.15;60
10990;55;24.0;0.15;65
10990;61;28.5;0.15;66
10991;2;19.0;0.2;50
10991;70;15.0;0.2;20
10991;76;18.0;0.2;90
10992;72;34.8;0.0;2
10993;29;123.79;0.25;50
10993;41;9.65;0.25;35
10994;59;55.0;0.05;18
10995;51;53.0;0.0;20
10995;60;34.0;0.0;4
10996;42;14.0;0.0;40
10997;32;32.0;0.0;50
10997;46;12.0;0.25;20
10997;52;7.0;0.25;20
10998;24;4.5;0.0;12
10998;61;28.5;0.0;7
10998;74;10.0;0.0;20
10998;75;7.75;0.0;30
10999;41;9.65;0.05;20
10999;51;53.0;0.05;15
10999;77;13.0;0.05;21
11000;4;22.0;0.25;25
11000;24;4.5;0.25;30
11000;77;13.0;0.0;30
11001;7;30.0;0.0;60
11001;22;21.0;0.0;25
11001;46;12.0;0.0;25
11001;55;24.0;0.0;6
11002;13;6.0;0.0;56
11002;35;18.0;0.15;15
11002;42;14.0;0.15;24
11002;55;24.0;0.0;40
11003;1;18.0;0.0;4
11003;40;18.4;0.0;10
11003;52;7.0;0.0;10
11004;26;31.23;0.0;6
11004;76;18.0;0.0;6
11005;1;18.0;0.0;2
11005;59;55.0;0.0;10
11006;1;18.0;0.0;8
11006;29;123.79;0.25;2
11007;8;40.0;0.0;30
11007;29;123.79;0.0;10
11007;42;14.0;0.0;14
11008;28;45.6;0.05;70
11008;34;14.0;0.05;90
11008;71;21.5;0.0;21
11009;24;4.5;0.0;12
11009;36;19.0;0.25;18
11009;60;34.0;0.0;9
11010;7;30.0;0.0;20
11010;24;4.5;0.0;10
11011;58;13.25;0.05;40
11011;71;21.5;0.0;20
11012;19;9.2;0.05;50
11012;60;34.0;0.05;36
11012;71;21.5;0.05;60
11013;23;9.0;0.0;10
11013;42;14.0;0.0;4
11013;45;9.5;0.0;20
11013;68;12.5;0.0;2
11014;41;9.65;0.1;28
11015;30;25.89;0.0;15
11015;77;13.0;0.0;18
11016;31;12.5;0.0;15
11016;36;19.0;0.0;16
11017;3;10.0;0.0;25
11017;59;55.0;0.0;110
11017;70;15.0;0.0;30
11018;12;38.0;0.0;20
11018;18;62.5;0.0;10
11018;56;38.0;0.0;5
11019;46;12.0;0.0;3
11019;49;20.0;0.0;2
11020;10;31.0;0.15;24
11021;2;19.0;0.25;11
11021;20;81.0;0.0;15
11021;26;31.23;0.0;63
11021;51;53.0;0.25;44
11021;72;34.8;0.0;35
11022;19;9.2;0.0;35
11022;69;36.0;0.0;30
11023;7;30.0;0.0;4
11023;43;46.0;0.0;30
11024;26;31.23;0.0;12
11024;33;2.5;0.0;30
11024;65;21.05;0.0;21
11024;71;21.5;0.0;50
11025;1;18.0;0.1;10
11025;13;6.0;0.1;20
11026;18;62.5;0.0;8
11026;51;53.0;0.0;10
11027;24;4.5;0.25;30
11027;62;49.3;0.25;21
11028;55;24.0;0.0;35
11028;59;55.0;0.0;24
11029;56;38.0;0.0;20
11029;63;43.9;0.0;12
11030;2;19.0;0.25;100
11030;5;21.35;0.0;70
11030;29;123.79;0.25;60
11030;59;55.0;0.25;100
11031;1;18.0;0.0;45
11031;13;6.0;0.0;80
11031;24;4.5;0.0;21
11031;64;33.25;0.0;20
11031;71;21.5;0.0;16
11032;36;19.0;0.0;35
11032;38;263.5;0.0;25
11032;59;55.0;0.0;30
11033;53;32.8;0.1;70
11033;69;36.0;0.1;36
11034;21;10.0;0.1;15
11034;44;19.45;0.0;12
11034;61;28.5;0.0;6
11035;1;18.0;0.0;10
11035;35;18.0;0.0;60
11035;42;14.0;0.0;30
11035;54;7.45;0.0;10
11036;13;6.0;0.0;7
11036;59;55.0;0.0;30
11037;70;15.0;0.0;4
11038;40;18.4;0.2;5
11038;52;7.0;0.0;2
11038;71;21.5;0.0;30
11039;28;45.6;0.0;20
11039;35;18.0;0.0;24
11039;49;20.0;0.0;60
11039;57;19.5;0.0;28
11040;21;10.0;0.0;20
11041;2;19.0;0.2;30
11041;63;43.9;0.0;30
11042;44;19.45;0.0;15
11042;61;28.5;0.0;4
11043;11;21.0;0.0;10
11044;62;49.3;0.0;12
11045;33;2.5;0.0;15
11045;51;53.0;0.0;24
11046;12;38.0;0.05;20
11046;32;32.0;0.05;15
11046;35;18.0;0.05;18
11047;1;18.0;0.25;25
11047;5;21.35;0.25;30
11048;68;12.5;0.0;42
11049;2;19.0;0.2;10
11049;12;38.0;0.2;4
11050;76;18.0;0.1;50
11051;24;4.5;0.2;10
11052;43;46.0;0.2;30
11052;61;28.5;0.2;10
11053;18;62.5;0.2;35
11053;32;32.0;0.0;20
11053;64;33.25;0.2;25
11054;33;2.5;0.0;10
11054;67;14.0;0.0;20
11055;24;4.5;0.0;15
11055;25;14.0;0.0;15
11055;51;53.0;0.0;20
11055;57;19.5;0.0;20
11056;7;30.0;0.0;40
11056;55;24.0;0.0;35
11056;60;34.0;0.0;50
11057;70;15.0;0.0;3
11058;21;10.0;0.0;3
11058;60;34.0;0.0;21
11058;61;28.5;0.0;4
11059;13;6.0;0.0;30
11059;17;39.0;0.0;12
11059;60;34.0;0.0;35
11060;60;34.0;0.0;4
11060;77;13.0;0.0;10
11061;60;34.0;0.0;15
11062;53;32.8;0.2;10
11062;70;15.0;0.2;12
11063;34;14.0;0.0;30
11063;40;18.4;0.1;40
11063;41;9.65;0.1;30
11064;17;39.0;0.1;77
11064;41;9.65;0.0;12
11064;53;32.8;0.1;25
11064;55;24.0;0.1;4
11064;68;12.5;0.0;55
11065;30;25.89;0.25;4
11065;54;7.45;0.25;20
11066;16;17.45;0.0;3
11066;19;9.2;0.0;42
11066;34;14.0;0.0;35
11067;41;9.65;0.0;9
11068;28;45.6;0.15;8
11068;43;46.0;0.15;36
11068;77;13.0;0.15;28
11069;39;18.0;0.0;20
11070;1;18.0;0.15;40
11070;2;19.0;0.15;20
11070;16;17.45;0.15;30
11070;31;12.5;0.0;20
11071;7;30.0;0.05;15
11071;13;6.0;0.05;10
11072;2;19.0;0.0;8
11072;41;9.65;0.0;40
11072;50;16.25;0.0;22
11072;64;33.25;0.0;130
11073;11;21.0;0.0;10
11073;24;4.5;0.0;20
11074;16;17.45;0.05;14
11075;2;19.0;0.15;10
11075;46;12.0;0.15;30
11075;76;18.0;0.15;2
11076;6;25.0;0.25;20
11076;14;23.25;0.25;20
11076;19;9.2;0.25;10
11077;2;19.0;0.2;24
11077;3;10.0;0.0;4
11077;4;22.0;0.0;1
11077;6;25.0;0.02;1
11077;7;30.0;0.05;1
11077;8;40.0;0.1;2
11077;10;31.0;0.0;1
11077;12;38.0;0.05;2
11077;13;6.0;0.0;4
11077;14;23.25;0.03;1
11077;16;17.45;0.03;2
11077;20;81.0;0.04;1
11077;23;9.0;0.0;2
11077;32;32.0;0.0;1
11077;39;18.0;0.05;2
11077;41;9.65;0.0;3
11077;46;12.0;0.02;3
11077;52;7.0;0.0;2
11077;55;24.0;0.0;2
11077;60;34.0;0.06;2
11077;64;33.25;0.03;2
11077;66;17.0;0.0;1
11077;73;15.0;0.01;2
11077;75;7.75;0.0;4
11077;77;13.0;0.0;2
11078;1;18.0;0.05;1
11078;2;19.0;0.03;1
